Rotational speed [rpm],Torque [Nm],Tool wear [min],Air temperature [C],Process temperature [C],is_low_quality,is_medium_quality,is_high_quality,temp_difference,normalized_torque,low_speed,medium_speed,high_speed
1330,62.4,31,29.05000000000001,38.650000000000034,0,0,1,-9.600000000000025,0.8146214099216711,0,1,0
1896,24.5,186,24.55000000000001,35.650000000000034,1,0,0,-11.100000000000025,0.3198433420365535,0,1,0
1499,45.1,185,25.950000000000045,35.450000000000045,0,1,0,-9.5,0.5887728459530027,0,1,0
1485,42.9,38,25.450000000000045,35.25,1,0,0,-9.799999999999956,0.5600522193211489,0,1,0
1644,31.7,23,31.05000000000001,40.25,1,0,0,-9.199999999999989,0.4138381201044386,0,1,0
1457,49.0,77,25.05000000000001,35.950000000000045,0,1,0,-10.900000000000034,0.6396866840731071,0,1,0
1551,34.6,211,28.75,36.450000000000045,0,1,0,-7.700000000000045,0.4516971279373368,0,1,0
1462,49.7,132,24.25,35.650000000000034,1,0,0,-11.400000000000034,0.6488250652741515,0,1,0
1486,36.4,160,29.450000000000045,37.650000000000034,1,0,0,-8.199999999999989,0.4751958224543081,0,1,0
1413,42.0,221,28.15000000000004,37.950000000000045,1,0,0,-9.800000000000008,0.5483028720626633,0,1,0
1516,40.4,48,28.55000000000001,37.650000000000034,0,1,0,-9.100000000000025,0.5274151436031331,0,1,0
1393,51.2,190,26.850000000000023,37.05000000000001,0,1,0,-10.199999999999989,0.668407310704961,0,1,0
1622,37.9,79,24.450000000000045,35.55000000000001,1,0,0,-11.099999999999966,0.4947780678851175,0,1,0
1965,20.4,164,26.350000000000023,35.650000000000034,1,0,0,-9.300000000000011,0.2663185378590078,0,1,0
1366,52.3,54,28.850000000000023,38.35000000000002,0,1,0,-9.5,0.6827676240208878,0,1,0
1550,39.7,124,23.75,34.55000000000001,1,0,0,-10.800000000000011,0.5182767624020889,0,1,0
1686,28.8,150,29.25,37.650000000000034,1,0,0,-8.400000000000034,0.3759791122715405,0,1,0
1493,46.1,173,23.850000000000023,34.75,1,0,0,-10.899999999999975,0.6018276762402089,0,1,0
1683,32.1,85,29.75,39.35000000000002,1,0,0,-9.600000000000025,0.4190600522193212,0,1,0
1504,37.9,58,26.850000000000023,38.05000000000001,1,0,0,-11.199999999999989,0.4947780678851175,0,1,0
1781,24.9,70,26.850000000000023,36.35000000000002,0,0,1,-9.5,0.325065274151436,0,1,0
1585,31.3,147,25.65000000000004,36.950000000000045,0,1,0,-11.300000000000008,0.4086161879895562,0,1,0
1570,35.6,138,25.15000000000004,36.25,1,0,0,-11.099999999999962,0.4647519582245431,0,1,0
1847,23.6,69,25.05000000000001,34.75,1,0,0,-9.699999999999989,0.3080939947780679,0,1,0
1811,24.7,27,25.350000000000023,35.150000000000034,1,0,0,-9.800000000000011,0.3224543080939948,0,1,0
1410,48.8,23,24.65000000000004,35.85000000000002,0,0,1,-11.199999999999983,0.6370757180156658,0,1,0
1434,47.3,127,26.950000000000045,36.25,1,0,0,-9.299999999999956,0.6174934725848564,0,1,0
1430,57.0,43,24.850000000000023,35.450000000000045,1,0,0,-10.600000000000025,0.7441253263707572,0,1,0
1480,45.7,200,29.25,37.950000000000045,0,1,0,-8.700000000000045,0.5966057441253264,0,1,0
1694,31.1,187,27.450000000000045,36.650000000000034,0,1,0,-9.199999999999989,0.4060052219321149,0,1,0
1802,26.9,83,24.950000000000045,36.05000000000001,1,0,0,-11.099999999999966,0.3511749347258486,0,1,0
1502,38.5,52,26.350000000000023,36.85000000000002,1,0,0,-10.5,0.5026109660574413,0,1,0
1836,22.8,18,25.75,36.650000000000034,0,1,0,-10.900000000000034,0.2976501305483029,0,1,0
1989,22.3,121,27.15000000000004,38.55000000000001,1,0,0,-11.399999999999974,0.2911227154046997,0,1,0
1843,25.8,130,25.55000000000001,35.85000000000002,0,1,0,-10.300000000000011,0.3368146214099217,0,1,0
1339,48.2,86,25.950000000000045,36.35000000000002,0,1,0,-10.399999999999975,0.6292428198433421,0,1,0
1394,45.2,122,25.850000000000023,37.25,0,1,0,-11.399999999999975,0.5900783289817233,0,1,0
1878,24.3,24,27.55000000000001,38.05000000000001,1,0,0,-10.5,0.3172323759791123,0,1,0
1419,44.9,115,25.450000000000045,36.650000000000034,0,1,0,-11.199999999999989,0.5861618798955613,0,1,0
1491,39.7,181,25.05000000000001,34.75,0,0,1,-9.699999999999989,0.5182767624020889,0,1,0
2083,18.2,205,25.55000000000001,36.75,0,1,0,-11.199999999999989,0.237597911227154,0,0,1
1775,26.6,149,27.55000000000001,36.75,1,0,0,-9.199999999999989,0.3472584856396867,0,1,0
1619,34.9,92,30.55000000000001,39.05000000000001,1,0,0,-8.5,0.4556135770234987,0,1,0
1467,44.7,136,25.75,35.35000000000002,1,0,0,-9.600000000000025,0.5835509138381202,0,1,0
1533,35.9,204,28.75,36.55000000000001,0,1,0,-7.800000000000011,0.4686684073107049,0,1,0
1468,46.2,10,25.15000000000004,36.25,1,0,0,-11.099999999999962,0.6031331592689296,0,1,0
1208,62.3,28,24.350000000000023,35.450000000000045,1,0,0,-11.100000000000025,0.8133159268929504,0,1,0
1593,31.6,52,30.450000000000045,39.85000000000002,1,0,0,-9.399999999999975,0.4125326370757181,0,1,0
1858,24.7,101,26.15000000000004,35.75,0,1,0,-9.599999999999962,0.3224543080939948,0,1,0
1414,45.4,138,24.450000000000045,35.450000000000045,0,1,0,-11.0,0.5926892950391646,0,1,0
1616,32.8,65,24.950000000000045,34.950000000000045,1,0,0,-10.0,0.4281984334203655,0,1,0
1698,28.1,39,28.850000000000023,37.55000000000001,1,0,0,-8.699999999999989,0.3668407310704961,0,1,0
1520,37.0,147,24.25,35.85000000000002,0,1,0,-11.600000000000025,0.4830287206266319,0,1,0
1607,33.7,130,26.25,35.85000000000002,0,0,1,-9.600000000000025,0.4399477806788512,0,1,0
1686,27.9,135,28.350000000000023,37.55000000000001,1,0,0,-9.199999999999989,0.3642297650130548,0,1,0
1388,42.9,190,27.450000000000045,37.55000000000001,0,1,0,-10.099999999999966,0.5600522193211489,0,1,0
1480,39.4,122,23.65000000000004,34.650000000000034,1,0,0,-10.999999999999996,0.5143603133159269,0,1,0
1665,31.4,0,28.15000000000004,36.85000000000002,1,0,0,-8.699999999999985,0.4099216710182767,0,1,0
1800,24.3,158,30.75,39.55000000000001,1,0,0,-8.800000000000011,0.3172323759791123,0,1,0
1518,39.9,146,30.05000000000001,39.35000000000002,1,0,0,-9.300000000000011,0.52088772845953,0,1,0
1582,35.6,202,28.15000000000004,37.85000000000002,1,0,0,-9.699999999999983,0.4647519582245431,0,1,0
1588,37.6,126,23.65000000000004,34.450000000000045,1,0,0,-10.800000000000008,0.4908616187989557,0,1,0
1436,43.5,47,29.65000000000004,37.85000000000002,0,0,1,-8.199999999999985,0.5678851174934726,0,1,0
1988,19.7,136,27.75,37.650000000000034,0,1,0,-9.900000000000034,0.2571801566579634,0,1,0
1526,37.3,135,26.05000000000001,35.35000000000002,0,1,0,-9.300000000000011,0.4869451697127937,0,1,0
1416,41.2,185,25.950000000000045,36.950000000000045,1,0,0,-11.0,0.5378590078328982,0,1,0
1424,41.4,131,28.05000000000001,37.85000000000002,0,1,0,-9.800000000000011,0.5404699738903395,0,1,0
1499,43.5,84,25.55000000000001,35.450000000000045,0,0,1,-9.900000000000034,0.5678851174934726,0,1,0
1529,40.4,165,23.950000000000045,35.25,1,0,0,-11.299999999999956,0.5274151436031331,0,1,0
1624,29.8,160,25.350000000000023,34.85000000000002,1,0,0,-9.5,0.3890339425587468,0,1,0
1373,47.2,3,27.25,38.55000000000001,1,0,0,-11.300000000000011,0.6161879895561359,0,1,0
1584,34.4,83,25.850000000000023,37.150000000000034,1,0,0,-11.300000000000011,0.4490861618798956,0,1,0
1612,32.1,183,24.65000000000004,35.25,1,0,0,-10.599999999999962,0.4190600522193212,0,1,0
1601,34.6,181,24.25,34.85000000000002,0,1,0,-10.600000000000025,0.4516971279373368,0,1,0
1343,49.5,140,28.450000000000045,37.650000000000034,0,1,0,-9.199999999999989,0.6462140992167102,0,1,0
1716,26.6,9,24.850000000000023,34.650000000000034,1,0,0,-9.800000000000011,0.3472584856396867,0,1,0
1402,40.0,94,28.350000000000023,37.950000000000045,0,1,0,-9.600000000000025,0.5221932114882507,0,1,0
1233,59.0,81,25.950000000000045,37.150000000000034,0,1,0,-11.199999999999989,0.7702349869451698,0,1,0
1380,51.6,184,28.75,37.950000000000045,0,1,0,-9.200000000000044,0.6736292428198434,0,1,0
1500,36.7,164,29.25,37.35000000000002,0,1,0,-8.100000000000023,0.47911227154047,0,1,0
1632,36.6,186,30.55000000000001,39.35000000000002,1,0,0,-8.800000000000011,0.4778067885117494,0,1,0
1437,53.9,7,30.850000000000023,40.05000000000001,0,1,0,-9.199999999999989,0.7036553524804178,0,1,0
1617,32.5,115,27.15000000000004,38.450000000000045,0,1,0,-11.300000000000008,0.4242819843342036,0,1,0
1641,31.9,192,28.55000000000001,37.55000000000001,1,0,0,-9.0,0.4164490861618799,0,1,0
1927,23.9,112,23.55000000000001,34.55000000000001,1,0,0,-11.0,0.3120104438642297,0,1,0
1823,25.1,87,28.850000000000023,37.35000000000002,0,1,0,-8.5,0.3276762402088773,0,1,0
1886,21.2,13,25.850000000000023,36.950000000000045,1,0,0,-11.100000000000025,0.2767624020887728,0,1,0
1523,44.4,55,25.65000000000004,35.650000000000034,1,0,0,-9.999999999999996,0.5796344647519582,0,1,0
1730,27.5,209,27.350000000000023,38.75,0,1,0,-11.399999999999975,0.3590078328981723,0,1,0
1501,43.0,91,25.850000000000023,37.150000000000034,1,0,0,-11.300000000000011,0.5613577023498695,0,1,0
1553,39.8,0,27.450000000000045,38.55000000000001,1,0,0,-11.099999999999966,0.5195822454308094,0,1,0
1373,55.7,157,28.850000000000023,37.950000000000045,1,0,0,-9.100000000000025,0.7271540469973892,0,1,0
1454,41.5,57,27.850000000000023,38.150000000000034,0,1,0,-10.300000000000011,0.54177545691906,0,1,0
1429,43.7,104,29.25,36.950000000000045,1,0,0,-7.700000000000045,0.570496083550914,0,1,0
1390,45.8,63,28.15000000000004,37.35000000000002,1,0,0,-9.199999999999983,0.597911227154047,0,1,0
1506,34.0,49,29.05000000000001,37.75,1,0,0,-8.699999999999989,0.4438642297650131,0,1,0
1832,22.9,178,28.850000000000023,36.85000000000002,1,0,0,-8.0,0.2989556135770235,0,1,0
1820,24.6,79,24.25,35.450000000000045,1,0,0,-11.200000000000044,0.3211488250652742,0,1,0
1483,44.0,97,27.450000000000045,36.85000000000002,0,0,1,-9.399999999999975,0.5744125326370758,0,1,0
1498,44.0,155,27.55000000000001,38.950000000000045,1,0,0,-11.400000000000034,0.5744125326370758,0,1,0
1570,42.1,200,25.55000000000001,36.650000000000034,0,1,0,-11.100000000000025,0.5496083550913838,0,1,0
1473,45.5,94,24.25,36.25,1,0,0,-12.0,0.5939947780678851,0,1,0
1670,33.0,200,28.05000000000001,37.85000000000002,1,0,0,-9.800000000000011,0.4308093994778068,0,1,0
1737,27.0,225,26.05000000000001,37.55000000000001,1,0,0,-11.5,0.3524804177545692,0,1,0
1744,31.2,172,29.05000000000001,38.35000000000002,1,0,0,-9.300000000000011,0.4073107049608355,0,1,0
1483,44.3,219,23.75,34.950000000000045,0,1,0,-11.200000000000044,0.5783289817232377,0,1,0
1563,35.6,190,29.350000000000023,37.85000000000002,0,1,0,-8.5,0.4647519582245431,0,1,0
1280,59.3,163,26.75,36.450000000000045,1,0,0,-9.700000000000044,0.7741514360313316,0,1,0
1918,21.6,131,29.350000000000023,37.35000000000002,0,1,0,-8.0,0.2819843342036554,0,1,0
1531,36.0,57,25.850000000000023,36.950000000000045,1,0,0,-11.100000000000025,0.4699738903394256,0,1,0
1458,46.9,23,27.05000000000001,36.35000000000002,0,1,0,-9.300000000000011,0.6122715404699739,0,1,0
1457,44.5,83,29.15000000000004,38.150000000000034,1,0,0,-8.999999999999996,0.5809399477806789,0,1,0
1392,50.5,51,29.25,38.150000000000034,1,0,0,-8.900000000000034,0.6592689295039165,0,1,0
1512,41.2,49,27.75,37.35000000000002,0,0,1,-9.600000000000025,0.5378590078328982,0,1,0
1676,35.2,97,27.350000000000023,38.75,0,1,0,-11.399999999999975,0.4595300261096606,0,1,0
1419,45.7,178,26.75,37.25,1,0,0,-10.5,0.5966057441253264,0,1,0
1618,31.5,108,25.15000000000004,36.25,1,0,0,-11.099999999999962,0.4112271540469974,0,1,0
1380,53.5,192,24.350000000000023,35.450000000000045,1,0,0,-11.100000000000025,0.6984334203655354,0,1,0
1416,46.6,201,27.75,36.85000000000002,0,1,0,-9.100000000000025,0.608355091383812,0,1,0
1628,35.9,174,25.950000000000045,37.35000000000002,1,0,0,-11.399999999999975,0.4686684073107049,0,1,0
1510,39.9,61,27.850000000000023,39.05000000000001,1,0,0,-11.199999999999989,0.52088772845953,0,1,0
2194,16.8,27,24.75,36.55000000000001,1,0,0,-11.800000000000011,0.2193211488250653,0,0,1
1657,32.2,179,25.15000000000004,35.85000000000002,1,0,0,-10.699999999999983,0.4203655352480418,0,1,0
1693,28.0,188,24.05000000000001,35.150000000000034,1,0,0,-11.100000000000025,0.3655352480417755,0,1,0
1465,44.1,136,27.65000000000004,37.450000000000045,0,0,1,-9.800000000000008,0.5757180156657964,0,1,0
1462,39.4,22,29.65000000000004,39.450000000000045,1,0,0,-9.800000000000008,0.5143603133159269,0,1,0
1504,42.0,142,24.15000000000004,35.35000000000002,1,0,0,-11.199999999999983,0.5483028720626633,0,1,0
1453,39.1,84,29.450000000000045,38.75,1,0,0,-9.299999999999956,0.5104438642297651,0,1,0
1512,43.6,92,23.350000000000023,34.450000000000045,1,0,0,-11.100000000000025,0.5691906005221933,0,1,0
1694,30.3,204,26.65000000000004,37.25,1,0,0,-10.599999999999962,0.3955613577023499,0,1,0
1585,30.6,127,25.15000000000004,35.25,1,0,0,-10.099999999999962,0.3994778067885118,0,1,0
1663,29.6,115,29.05000000000001,38.05000000000001,0,1,0,-9.0,0.3864229765013055,0,1,0
1651,32.5,195,28.65000000000004,37.85000000000002,1,0,0,-9.199999999999983,0.4242819843342036,0,1,0
1475,49.9,47,25.05000000000001,35.150000000000034,1,0,0,-10.100000000000025,0.6514360313315927,0,1,0
1404,47.3,86,26.25,35.85000000000002,1,0,0,-9.600000000000025,0.6174934725848564,0,1,0
1289,48.3,42,24.950000000000045,34.55000000000001,1,0,0,-9.599999999999966,0.6305483028720626,0,1,0
1620,34.8,112,25.55000000000001,36.950000000000045,1,0,0,-11.400000000000034,0.454308093994778,0,1,0
1749,33.4,153,26.65000000000004,36.650000000000034,1,0,0,-9.999999999999996,0.4360313315926893,0,1,0
1452,42.6,116,24.450000000000045,35.35000000000002,1,0,0,-10.899999999999975,0.5561357702349871,0,1,0
1433,44.2,68,25.05000000000001,36.85000000000002,0,0,1,-11.800000000000011,0.5770234986945171,0,1,0
1527,37.0,194,27.05000000000001,36.25,1,0,0,-9.199999999999989,0.4830287206266319,0,1,0
1761,27.2,49,25.350000000000023,36.150000000000034,0,1,0,-10.800000000000011,0.3550913838120104,0,1,0
1543,43.7,8,24.65000000000004,34.650000000000034,0,1,0,-9.999999999999996,0.570496083550914,0,1,0
1656,36.3,127,27.25,37.55000000000001,0,0,1,-10.300000000000011,0.4738903394255874,0,1,0
1447,48.6,46,24.65000000000004,34.75,1,0,0,-10.099999999999962,0.6344647519582246,0,1,0
1764,25.9,27,27.350000000000023,37.05000000000001,1,0,0,-9.699999999999989,0.3381201044386423,0,1,0
1570,37.3,37,26.05000000000001,37.25,1,0,0,-11.199999999999989,0.4869451697127937,0,1,0
1418,47.0,61,29.05000000000001,37.950000000000045,1,0,0,-8.900000000000034,0.6135770234986946,0,1,0
1743,28.2,0,26.25,36.150000000000034,0,0,1,-9.900000000000034,0.3681462140992167,0,1,0
1402,40.7,52,29.75,37.85000000000002,0,1,0,-8.100000000000023,0.5313315926892951,0,1,0
1598,35.5,69,29.450000000000045,38.75,1,0,0,-9.299999999999956,0.4634464751958225,0,1,0
1469,40.0,154,31.05000000000001,40.450000000000045,1,0,0,-9.400000000000034,0.5221932114882507,0,1,0
1507,33.4,82,29.65000000000004,37.85000000000002,0,1,0,-8.199999999999985,0.4360313315926893,0,1,0
1616,29.3,226,30.450000000000045,39.150000000000034,1,0,0,-8.699999999999989,0.3825065274151436,0,1,0
1565,36.1,127,25.850000000000023,37.25,1,0,0,-11.399999999999975,0.4712793733681463,0,1,0
1555,41.9,19,27.450000000000045,37.05000000000001,1,0,0,-9.599999999999966,0.5469973890339426,0,1,0
1725,28.3,177,30.950000000000045,40.150000000000034,0,1,0,-9.199999999999989,0.3694516971279373,0,1,0
1459,47.3,141,25.65000000000004,36.55000000000001,0,1,0,-10.899999999999974,0.6174934725848564,0,1,0
1496,40.0,0,24.950000000000045,34.75,0,1,0,-9.799999999999956,0.5221932114882507,0,1,0
1505,39.0,131,25.65000000000004,36.55000000000001,1,0,0,-10.899999999999974,0.5091383812010444,0,1,0
1448,43.4,141,29.25,38.650000000000034,1,0,0,-9.400000000000034,0.566579634464752,0,1,0
1421,46.0,206,29.75,39.25,0,1,0,-9.5,0.6005221932114883,0,1,0
1395,48.1,201,27.25,36.650000000000034,1,0,0,-9.400000000000034,0.6279373368146215,0,1,0
1605,29.8,142,26.450000000000045,36.25,0,1,0,-9.799999999999956,0.3890339425587468,0,1,0
1743,27.6,46,27.350000000000023,38.25,0,1,0,-10.899999999999975,0.360313315926893,0,1,0
1393,55.9,79,24.850000000000023,35.85000000000002,0,1,0,-11.0,0.7297650130548303,0,1,0
1526,38.2,47,29.15000000000004,38.35000000000002,0,0,1,-9.199999999999983,0.4986945169712794,0,1,0
1706,30.8,111,23.65000000000004,34.75,1,0,0,-11.099999999999962,0.402088772845953,0,1,0
1391,49.4,164,28.450000000000045,37.450000000000045,1,0,0,-9.0,0.6449086161879896,0,1,0
1372,54.3,117,29.850000000000023,37.950000000000045,0,1,0,-8.100000000000023,0.7088772845953003,0,1,0
1544,43.6,63,29.05000000000001,38.05000000000001,0,1,0,-9.0,0.5691906005221933,0,1,0
1867,27.0,138,26.05000000000001,35.35000000000002,1,0,0,-9.300000000000011,0.3524804177545692,0,1,0
1452,49.9,187,25.75,36.950000000000045,0,0,1,-11.200000000000044,0.6514360313315927,0,1,0
1622,32.1,18,24.65000000000004,34.650000000000034,0,1,0,-9.999999999999996,0.4190600522193212,0,1,0
1598,31.0,139,26.65000000000004,36.450000000000045,1,0,0,-9.800000000000008,0.4046997389033943,0,1,0
1791,24.1,213,26.850000000000023,38.25,0,1,0,-11.399999999999975,0.314621409921671,0,1,0
1423,53.6,95,28.450000000000045,36.75,0,0,1,-8.299999999999955,0.6997389033942559,0,1,0
1354,48.0,67,29.450000000000045,38.75,1,0,0,-9.299999999999956,0.6266318537859008,0,1,0
1688,31.6,66,29.350000000000023,37.150000000000034,1,0,0,-7.800000000000011,0.4125326370757181,0,1,0
1348,44.5,78,28.15000000000004,37.85000000000002,1,0,0,-9.699999999999983,0.5809399477806789,0,1,0
1391,50.4,13,25.15000000000004,35.650000000000034,0,1,0,-10.499999999999996,0.6579634464751959,0,1,0
1682,34.4,127,29.15000000000004,38.150000000000034,1,0,0,-8.999999999999996,0.4490861618798956,0,1,0
1371,44.7,205,27.65000000000004,37.55000000000001,0,1,0,-9.899999999999974,0.5835509138381202,0,1,0
1458,41.8,132,25.05000000000001,35.150000000000034,1,0,0,-10.100000000000025,0.5456919060052219,0,1,0
1567,31.7,97,30.450000000000045,38.650000000000034,1,0,0,-8.199999999999989,0.4138381201044386,0,1,0
1750,27.3,116,27.25,38.35000000000002,0,1,0,-11.100000000000025,0.3563968668407311,0,1,0
1448,44.8,195,29.25,37.950000000000045,1,0,0,-8.700000000000045,0.5848563968668408,0,1,0
1349,51.5,21,24.350000000000023,35.450000000000045,0,1,0,-11.100000000000025,0.6723237597911228,0,1,0
2639,12.0,21,28.350000000000023,37.25,0,1,0,-8.899999999999977,0.1566579634464752,0,0,1
1495,35.2,60,25.65000000000004,36.75,0,1,0,-11.099999999999962,0.4595300261096606,0,1,0
1334,48.0,42,25.450000000000045,36.85000000000002,1,0,0,-11.399999999999975,0.6266318537859008,0,1,0
1489,49.1,128,25.65000000000004,35.950000000000045,1,0,0,-10.300000000000008,0.6409921671018277,0,1,0
1373,52.1,108,25.75,36.75,1,0,0,-11.0,0.6801566579634466,0,1,0
1528,46.3,203,23.55000000000001,34.950000000000045,0,0,1,-11.400000000000034,0.6044386422976501,0,1,0
1474,42.4,171,27.75,38.950000000000045,1,0,0,-11.200000000000044,0.5535248041775457,0,1,0
1475,47.9,79,29.25,37.85000000000002,1,0,0,-8.600000000000023,0.6253263707571802,0,1,0
1688,32.0,155,29.55000000000001,38.950000000000045,1,0,0,-9.400000000000034,0.4177545691906005,0,1,0
1628,35.2,23,29.950000000000045,38.05000000000001,1,0,0,-8.099999999999966,0.4595300261096606,0,1,0
1521,34.8,72,29.15000000000004,37.85000000000002,0,1,0,-8.699999999999985,0.454308093994778,0,1,0
1415,41.6,28,28.350000000000023,37.150000000000034,1,0,0,-8.800000000000011,0.5430809399477807,0,1,0
1495,43.1,101,26.55000000000001,37.150000000000034,1,0,0,-10.600000000000025,0.5626631853785902,0,1,0
1374,52.4,154,29.15000000000004,38.75,0,0,1,-9.599999999999962,0.6840731070496084,0,1,0
1536,47.4,192,27.55000000000001,37.35000000000002,1,0,0,-9.800000000000011,0.618798955613577,0,1,0
1476,36.5,25,28.25,38.05000000000001,0,1,0,-9.800000000000011,0.4765013054830287,0,1,0
1375,56.9,155,27.05000000000001,38.450000000000045,1,0,0,-11.400000000000034,0.7428198433420365,0,1,0
1378,46.9,176,29.55000000000001,38.950000000000045,0,1,0,-9.400000000000034,0.6122715404699739,0,1,0
1606,33.3,4,28.65000000000004,37.85000000000002,1,0,0,-9.199999999999983,0.4347258485639687,0,1,0
1640,30.8,191,27.05000000000001,38.55000000000001,1,0,0,-11.5,0.402088772845953,0,1,0
1567,38.7,129,27.55000000000001,37.35000000000002,0,0,1,-9.800000000000011,0.5052219321148825,0,1,0
1359,61.1,67,26.350000000000023,36.950000000000045,0,1,0,-10.600000000000025,0.7976501305483029,0,1,0
1675,30.7,200,27.850000000000023,38.950000000000045,1,0,0,-11.100000000000025,0.4007832898172324,0,1,0
1393,44.9,162,26.15000000000004,37.25,0,0,1,-11.099999999999962,0.5861618798955613,0,1,0
1864,23.1,90,24.15000000000004,35.25,0,0,1,-11.099999999999962,0.3015665796344648,0,1,0
1390,47.4,187,24.350000000000023,35.75,1,0,0,-11.399999999999975,0.618798955613577,0,1,0
1700,33.5,185,26.05000000000001,35.650000000000034,0,1,0,-9.600000000000025,0.4373368146214099,0,1,0
1899,24.7,31,28.65000000000004,37.75,1,0,0,-9.099999999999962,0.3224543080939948,0,1,0
